source_vocabulary_id,source_code,n_events,n_persons
VNRfi,010989,375,297
VNRfi,013674,564,297
VNRfi,015155,1428,297
VNRfi,024697,799,297
VNRfi,093033,412,297
VNRfi,099503,1101,297
VNRfi,070305,422,297
VNRfi,583925,512,297
VNRfi,008023,583,296
VNRfi,385955,796,296
VNRfi,496468,677,296
VNRfi,029144,1352,296
VNRfi,499434,695,296
VNRfi,023124,1953,296
VNRfi,020974,759,296
VNRfi,022995,409,296
VNRfi,421990,497,296
VNRfi,587956,4398,295
VNRfi,810492,3167,295
VNRfi,076088,3782,295
VNRfi,423673,455,295
VNRfi,392319,940,295
VNRfi,193276,305,295
VNRfi,180166,3333,295
VNRfi,096551,2112,295
VNRfi,023897,5524,295
VNRfi,440709,3903,295
VNRfi,024871,746,294
VNRfi,176537,3364,294
VNRfi,379677,8233,294
VNRfi,031253,724,294
VNRfi,021591,320,294
VNRfi,022247,669,294
VNRfi,019898,329,294
VNRfi,405220,1420,294
VNRfi,515448,706,294
VNRfi,047701,5086,293
VNRfi,159160,315,293
VNRfi,046797,4150,293
VNRfi,415923,389,292
VNRfi,472464,453,292
VNRfi,013420,2368,292
VNRfi,483477,747,292
VNRfi,538623,3982,292
VNRfi,810247,1028,291
VNRfi,475319,550,291
VNRfi,396784,491,291
VNRfi,435452,1031,291
VNRfi,401627,1309,291
VNRfi,052035,1485,291
VNRfi,179762,1947,291
VNRfi,017270,481,291
VNRfi,419697,408,291
VNRfi,533414,828,291
VNRfi,090534,499,290
VNRfi,027632,2497,290
VNRfi,020172,475,290
VNRfi,466180,670,290
VNRfi,579156,474,290
VNRfi,527077,333,290
VNRfi,178945,881,289
VNRfi,100582,451,289
VNRfi,063926,4688,289
VNRfi,203935,349,289
VNRfi,587729,616,289
VNRfi,547836,528,289
VNRfi,076455,509,289
VNRfi,039168,1757,289
VNRfi,415843,1358,288
VNRfi,404160,961,288
VNRfi,024116,412,288
VNRfi,103176,428,288
VNRfi,458430,2417,288
VNRfi,386706,655,288
VNRfi,532106,719,288
VNRfi,189454,791,288
VNRfi,489149,562,288
VNRfi,454801,1463,288
VNRfi,414662,303,288
VNRfi,138302,1344,287
VNRfi,557438,1029,287
VNRfi,166157,1357,287
VNRfi,001563,552,287
VNRfi,073668,1653,287
VNRfi,585604,336,287
VNRfi,497701,305,287
VNRfi,039855,3325,287
VNRfi,108452,321,287
VNRfi,025698,1649,287
VNRfi,194258,621,286
VNRfi,164915,401,286
VNRfi,389330,790,286
VNRfi,008778,298,286
VNRfi,154922,1349,286
VNRfi,525724,3648,286
VNRfi,579910,3371,286
VNRfi,057376,3745,286
VNRfi,2019008,521,286
VNRfi,026181,631,285
VNRfi,151942,314,285
VNRfi,582270,3137,285
VNRfi,100648,832,285
VNRfi,010870,581,285
VNRfi,090951,4693,285
VNRfi,155245,601,285
VNRfi,464792,1693,285
VNRfi,570515,332,285
VNRfi,474486,859,285
VNRfi,143666,548,285
VNRfi,182290,438,284
VNRfi,119792,3228,284
VNRfi,021751,698,284
VNRfi,461749,357,284
VNRfi,158384,687,284
VNRfi,471531,4669,284
VNRfi,411223,876,284
VNRfi,870808,461,284
VNRfi,164750,557,284
VNRfi,042911,1749,283
VNRfi,135050,490,283
VNRfi,134722,341,283
VNRfi,058471,1599,283
VNRfi,810556,636,283
VNRfi,091356,2039,283
VNRfi,043126,488,283
VNRfi,571595,393,283
VNRfi,166117,826,282
VNRfi,377139,683,282
VNRfi,099936,424,282
VNRfi,0327627,406,282
VNRfi,189969,1461,282
VNRfi,374397,1448,282
VNRfi,172036,345,282
VNRfi,503863,1260,282
VNRfi,472845,709,282
VNRfi,407676,727,282
VNRfi,434718,640,281
VNRfi,170518,352,281
VNRfi,111050,304,281
VNRfi,516003,1548,281
VNRfi,161191,405,281
VNRfi,556019,326,281
VNRfi,122903,1452,281
VNRfi,489690,562,281
VNRfi,394651,1118,281
VNRfi,502843,3879,281
VNRfi,454210,2205,280
VNRfi,186809,558,280
VNRfi,020802,894,280
VNRfi,2115269,594,280
VNRfi,134550,364,280
VNRfi,039905,312,280
VNRfi,132290,363,280
VNRfi,010824,1467,280
VNRfi,563288,350,280
VNRfi,497767,7254,280
VNRfi,398557,729,279
VNRfi,002680,928,279
VNRfi,506806,490,279
VNRfi,411496,309,279
VNRfi,030584,2298,279
VNRfi,501643,303,279
VNRfi,003754,292,279
VNRfi,453556,2265,279
VNRfi,468130,1301,279
VNRfi,570279,1154,278
VNRfi,579640,1235,278
VNRfi,064519,1597,278
VNRfi,022851,692,278
VNRfi,403857,659,278
VNRfi,086619,704,278
VNRfi,004391,1504,278
VNRfi,882233,409,278
VNRfi,021288,913,278
VNRfi,009109,291,278
VNRfi,086935,2312,278
VNRfi,569402,1069,277
VNRfi,026496,898,277
VNRfi,040687,1479,277
VNRfi,370355,409,277
VNRfi,054514,670,277
VNRfi,034425,747,277
VNRfi,119397,609,277
VNRfi,036053,384,277
VNRfi,534073,691,277
VNRfi,442121,557,277
VNRfi,111532,502,277
VNRfi,484224,485,276
VNRfi,580699,1348,276
VNRfi,028746,613,276
VNRfi,018436,1246,276
VNRfi,133618,905,276
VNRfi,056762,1602,276
VNRfi,9254121,678,276
VNRfi,055824,1222,276
VNRfi,156224,3066,276
VNRfi,082899,1003,276
VNRfi,477864,2800,275
VNRfi,094471,381,275
VNRfi,145482,345,275
VNRfi,008842,354,275
VNRfi,106311,471,275
VNRfi,504738,886,275
VNRfi,022891,792,275
VNRfi,111541,551,275
VNRfi,541516,2978,275
VNRfi,066082,686,275
VNRfi,167057,1548,275
VNRfi,065922,519,275
VNRfi,477117,503,274
VNRfi,571232,369,274
VNRfi,109569,686,274
VNRfi,859736,372,274
VNRfi,055778,957,274
VNRfi,596122,406,274
VNRfi,389577,430,274
VNRfi,457468,394,274
VNRfi,167939,460,274
VNRfi,099863,1512,273
VNRfi,2012243,461,273
VNRfi,170613,443,273
VNRfi,018659,837,273
VNRfi,039352,381,273
VNRfi,029025,453,273
VNRfi,006921,1230,273
VNRfi,072432,343,273
VNRfi,076006,741,273
VNRfi,040248,396,273
VNRfi,520936,839,273
VNRfi,169094,3133,273
VNRfi,480330,1372,273
VNRfi,535588,570,273
VNRfi,056122,667,272
VNRfi,375830,345,272
VNRfi,162115,1160,272
VNRfi,019847,322,272
VNRfi,016003,934,272
VNRfi,164558,575,272
VNRfi,025444,1831,272
VNRfi,415158,1405,272
VNRfi,121905,517,272
VNRfi,015824,709,271
VNRfi,001842,277,271
VNRfi,487713,711,271
VNRfi,034580,905,271
VNRfi,023716,661,271
VNRfi,145158,741,271
VNRfi,159773,339,271
VNRfi,586743,510,271
VNRfi,160499,457,270
VNRfi,405464,473,270
VNRfi,525995,2105,270
VNRfi,458927,1139,270
VNRfi,004367,676,270
VNRfi,483844,501,270
VNRfi,445064,1257,269
VNRfi,090159,2865,269
VNRfi,381444,897,269
VNRfi,054042,445,269
VNRfi,140242,351,269
VNRfi,063195,390,269
VNRfi,481002,322,269
VNRfi,014966,367,269
VNRfi,172236,481,268
VNRfi,592805,557,268
VNRfi,013214,289,268
VNRfi,148158,1460,268
VNRfi,148882,673,268
VNRfi,408666,629,268
VNRfi,160051,3802,268
VNRfi,494925,5872,268
VNRfi,398485,324,268
VNRfi,108538,440,267
VNRfi,014463,1299,267
VNRfi,810129,402,267
VNRfi,387837,323,267
VNRfi,173880,5279,267
VNRfi,584913,372,267
VNRfi,063677,469,267
VNRfi,881441,590,267
VNRfi,480756,320,267
VNRfi,004412,659,267
VNRfi,557758,583,266
VNRfi,018676,851,266
VNRfi,049251,1310,266
VNRfi,034571,1042,266
VNRfi,537782,1201,266
VNRfi,422377,459,265
VNRfi,512960,962,265
VNRfi,418366,888,265
VNRfi,380381,315,265
VNRfi,069368,1184,265
VNRfi,119701,371,265
VNRfi,132106,945,265
VNRfi,039957,316,265
VNRfi,422063,423,265
VNRfi,108218,351,265
VNRfi,572422,2523,265
VNRfi,039968,369,265
VNRfi,398756,433,265
VNRfi,034371,989,265
VNRfi,125418,457,264
VNRfi,005088,871,264
VNRfi,097253,1122,264
VNRfi,592394,514,264
VNRfi,036502,1582,264
VNRfi,022902,686,264
VNRfi,462457,641,264
VNRfi,050002,1118,264
VNRfi,108454,416,264
VNRfi,117084,2776,264
VNRfi,010418,741,264
VNRfi,514346,457,264
VNRfi,176966,387,264
VNRfi,027440,851,264
VNRfi,375518,317,264
VNRfi,125684,497,264
VNRfi,517334,1868,263
VNRfi,523372,2296,263
VNRfi,009347,449,263
VNRfi,073999,467,263
VNRfi,448348,420,263
VNRfi,423391,627,263
VNRfi,532036,2555,263
VNRfi,552080,2168,262
VNRfi,025336,364,262
VNRfi,091893,1729,262
VNRfi,147139,1142,262
VNRfi,005960,1073,262
VNRfi,007826,1246,262
VNRfi,020488,746,262
VNRfi,159095,958,262
VNRfi,038543,587,262
VNRfi,120827,614,262
VNRfi,406322,1803,262
VNRfi,577446,462,262
VNRfi,190488,282,262
VNRfi,095262,786,261
VNRfi,023028,770,261
VNRfi,543737,1125,261
VNRfi,166042,1116,261
VNRfi,486035,272,261
VNRfi,156091,1909,261
VNRfi,105768,499,261
VNRfi,485938,367,261
VNRfi,095867,458,261
VNRfi,086371,804,261
VNRfi,023649,630,260
VNRfi,120442,461,260
VNRfi,594776,826,260
VNRfi,882555,513,260
VNRfi,428607,630,260
VNRfi,120766,2369,260
VNRfi,189244,419,260
VNRfi,133298,873,259
VNRfi,149690,521,259
VNRfi,438623,884,259
VNRfi,454454,1046,259
VNRfi,1.06E6,340,259
VNRfi,006798,306,259
VNRfi,176357,337,259
VNRfi,195412,427,259
VNRfi,181271,396,259
VNRfi,576426,758,259
VNRfi,004046,1608,259
VNRfi,375202,764,259
VNRfi,101330,1426,259
VNRfi,569319,2210,258
VNRfi,448897,902,258
VNRfi,024027,520,258
VNRfi,458570,297,258
VNRfi,519544,350,258
VNRfi,074998,317,258
VNRfi,051438,488,258
VNRfi,557887,1533,257
VNRfi,395131,323,257
VNRfi,106744,740,257
VNRfi,147602,1862,257
VNRfi,022376,1238,257
VNRfi,044967,3292,257
VNRfi,091162,364,257
VNRfi,119240,294,257
VNRfi,494971,3935,257
VNRfi,076293,778,256
VNRfi,436353,840,256
VNRfi,587469,287,256
VNRfi,567356,867,256
VNRfi,038365,930,255
VNRfi,010886,1078,255
VNRfi,018623,487,255
VNRfi,133264,359,255
VNRfi,394850,798,255
VNRfi,161934,1405,255
VNRfi,494110,696,255
VNRfi,014691,840,255
VNRfi,013449,735,255
VNRfi,190769,297,255
VNRfi,400820,303,255
VNRfi,021469,1012,255
VNRfi,101318,1593,254
VNRfi,090635,5823,254
VNRfi,145870,1137,254
VNRfi,540336,582,254
VNRfi,020355,2329,254
VNRfi,109549,527,254
VNRfi,173930,763,254
VNRfi,030809,943,254
VNRfi,024197,434,253
VNRfi,023303,1885,253
VNRfi,410500,361,253
VNRfi,555250,1101,253
VNRfi,052229,713,253
VNRfi,461772,805,253
VNRfi,564035,322,253
VNRfi,510577,1294,253
VNRfi,169281,506,253
VNRfi,898163,390,253
VNRfi,437631,2113,253
VNRfi,469449,906,253
VNRfi,009393,286,253
VNRfi,374264,1919,253
VNRfi,156414,358,252
VNRfi,176549,376,252
VNRfi,086924,1585,252
VNRfi,181222,279,252
VNRfi,870725,347,252
VNRfi,409250,723,252
VNRfi,576165,585,252
VNRfi,385049,347,252
VNRfi,055640,311,252
VNRfi,536530,1305,252
VNRfi,533395,347,252
VNRfi,153418,721,251
VNRfi,015886,897,251
VNRfi,404020,340,251
VNRfi,059779,637,251
VNRfi,482893,2489,251
VNRfi,091763,585,251
VNRfi,010410,729,251
VNRfi,099267,284,251
VNRfi,183301,327,251
VNRfi,083113,420,250
VNRfi,573419,359,250
VNRfi,171074,2962,250
VNRfi,378986,266,250
VNRfi,538035,339,250
VNRfi,001005,863,250
VNRfi,078933,2953,250
VNRfi,176396,621,250
VNRfi,439528,1147,250
VNRfi,128645,330,250
VNRfi,145904,1203,250
VNRfi,098723,2457,250
VNRfi,034908,402,250
VNRfi,187017,416,249
VNRfi,881730,2404,249
VNRfi,059873,4274,249
VNRfi,060123,994,249
VNRfi,013405,1790,249
VNRfi,594328,790,249
VNRfi,007345,353,249
VNRfi,098442,261,249
VNRfi,098550,496,249
VNRfi,413177,493,248
VNRfi,049341,699,248
VNRfi,126777,1905,248
VNRfi,531301,283,248
VNRfi,100609,756,248
VNRfi,425205,396,247
VNRfi,098426,349,247
VNRfi,120464,358,247
VNRfi,001596,651,247
VNRfi,099992,434,247
VNRfi,391382,326,247
VNRfi,035626,287,247
VNRfi,433169,1479,247
VNRfi,477414,581,247
VNRfi,057456,563,247
VNRfi,168947,7446,247
VNRfi,886482,608,247
VNRfi,020196,258,247
VNRfi,135533,366,247
VNRfi,030333,3923,246
VNRfi,040137,673,246
VNRfi,035196,408,246
VNRfi,068544,253,246
VNRfi,083345,605,246
VNRfi,017201,427,246
VNRfi,061828,2841,246
VNRfi,519512,251,246
VNRfi,515341,2152,246
VNRfi,054869,760,246
VNRfi,167491,340,245
VNRfi,190848,4269,245
VNRfi,153833,438,245
VNRfi,482851,1754,245
VNRfi,517641,5894,245
VNRfi,029010,655,244
VNRfi,013421,1337,244
VNRfi,599236,294,244
VNRfi,379685,11654,244
VNRfi,004024,558,244
VNRfi,492926,797,244
VNRfi,184986,438,244
VNRfi,401026,3620,244
VNRfi,053815,336,244
VNRfi,061550,1092,244
VNRfi,150484,251,244
VNRfi,555027,1007,244
VNRfi,144035,1778,244
VNRfi,584728,278,244
VNRfi,057319,2271,243
VNRfi,021913,752,243
VNRfi,569236,1036,243
VNRfi,051439,667,243
VNRfi,026241,327,243
VNRfi,050702,1479,243
VNRfi,083440,658,243
VNRfi,390695,548,243
VNRfi,128611,440,243
VNRfi,497107,952,243
VNRfi,190439,1627,243
VNRfi,410209,2180,243
VNRfi,137679,2722,242
VNRfi,394222,242,242
VNRfi,198788,389,242
VNRfi,484421,246,242
VNRfi,547885,431,242
VNRfi,524702,523,242
VNRfi,096542,1881,242
VNRfi,162072,351,242
VNRfi,005561,778,242
VNRfi,169406,841,242
VNRfi,098686,444,242
VNRfi,161682,581,242
VNRfi,454538,266,241
VNRfi,085051,312,241
VNRfi,000054,2130,241
VNRfi,025630,5483,241
VNRfi,021058,326,241
VNRfi,423616,369,241
VNRfi,315424,490,241
VNRfi,507834,2015,241
VNRfi,498416,244,241
VNRfi,457780,7894,241
VNRfi,168508,2066,241
VNRfi,471119,632,241
VNRfi,082508,280,240
VNRfi,445576,3593,240
VNRfi,046824,328,240
VNRfi,051738,1662,240
VNRfi,458919,1011,240
VNRfi,536714,823,240
VNRfi,517228,1174,240
VNRfi,556534,496,240
VNRfi,023410,1738,240
VNRfi,2206803,450,240
VNRfi,148206,483,240
VNRfi,170575,1878,239
VNRfi,898379,2199,239
VNRfi,025358,384,239
VNRfi,530626,1095,239
VNRfi,161113,263,239
VNRfi,124218,420,239
VNRfi,056763,396,239
VNRfi,128454,3244,239
VNRfi,540677,239,239
VNRfi,481968,1370,239
VNRfi,458877,286,239
VNRfi,005174,246,239
VNRfi,018348,596,239
VNRfi,404688,704,239
VNRfi,087163,952,239
VNRfi,020156,2191,238
VNRfi,019262,252,238
VNRfi,053806,444,238
VNRfi,042861,341,238
VNRfi,001974,653,238
VNRfi,442103,549,238
VNRfi,879403,675,238
VNRfi,038216,456,238
VNRfi,054493,406,238
VNRfi,037803,561,238
VNRfi,020578,356,237
VNRfi,589774,323,237
VNRfi,232603,300,237
VNRfi,035597,2239,237
VNRfi,592613,673,237
VNRfi,026369,473,237
VNRfi,426049,327,237
VNRfi,083121,782,237
VNRfi,014797,421,237
VNRfi,074279,2036,237
VNRfi,134874,1080,236
VNRfi,068766,293,236
VNRfi,002419,814,236
VNRfi,515151,753,236
VNRfi,489443,265,236
VNRfi,427229,5298,236
VNRfi,512434,261,236
VNRfi,081586,267,236
VNRfi,455824,575,236
VNRfi,511958,301,236
VNRfi,479139,940,236
VNRfi,810463,349,236
VNRfi,068577,248,235
VNRfi,561734,394,235
VNRfi,586974,397,235
VNRfi,171264,3080,235
VNRfi,015663,1960,235
VNRfi,410915,386,235
VNRfi,019257,361,235
VNRfi,049395,2563,235
VNRfi,538794,490,235
VNRfi,174899,252,234
VNRfi,154450,692,234
VNRfi,015042,461,234
VNRfi,186460,258,234
VNRfi,175869,1405,234
VNRfi,433078,293,234
VNRfi,157863,4255,234
VNRfi,498055,320,234
VNRfi,179836,354,234
VNRfi,020115,368,234
VNRfi,570269,352,234
VNRfi,550327,247,234
VNRfi,511791,1423,234
VNRfi,542670,530,233
VNRfi,471862,882,233
VNRfi,027430,285,233
VNRfi,373317,297,233
VNRfi,081430,1688,233
VNRfi,067421,373,233
VNRfi,021493,241,233
VNRfi,543330,3453,233
VNRfi,487321,2161,233
VNRfi,012051,306,233
VNRfi,073339,576,233
VNRfi,387829,260,233
VNRfi,581710,393,232
VNRfi,558709,580,232
VNRfi,076989,400,232
VNRfi,475061,1449,232
VNRfi,018502,2502,232
VNRfi,480863,2713,232
VNRfi,371284,796,232
VNRfi,535328,246,232
VNRfi,157172,891,232
VNRfi,102822,2414,232
VNRfi,148091,344,232
VNRfi,014391,320,232
VNRfi,014267,250,232
VNRfi,506188,401,232
VNRfi,172718,409,232
VNRfi,470062,4865,231
VNRfi,378589,948,231
VNRfi,026103,619,231
VNRfi,046869,431,231
VNRfi,487188,1774,231
VNRfi,585287,614,230
VNRfi,015349,350,230
VNRfi,150300,242,230
VNRfi,048391,400,230
VNRfi,014705,774,230
VNRfi,446921,4828,230
VNRfi,398248,1166,229
VNRfi,158396,1046,229
VNRfi,585372,412,229
VNRfi,047402,297,229
VNRfi,058345,423,229
VNRfi,036833,528,229
VNRfi,175786,782,229
VNRfi,008761,608,229
VNRfi,405440,363,228
VNRfi,042986,449,228
VNRfi,572852,664,228
VNRfi,111468,353,228
VNRfi,016576,404,228
VNRfi,182675,254,228
VNRfi,013520,1099,227
VNRfi,553479,585,227
VNRfi,174460,620,227
VNRfi,086553,944,227
VNRfi,496446,548,227
VNRfi,018990,502,227
VNRfi,195207,406,227
VNRfi,433145,281,227
VNRfi,126627,322,227
VNRfi,131292,490,227
VNRfi,560201,2206,227
VNRfi,395800,387,227
VNRfi,034988,2795,227
VNRfi,016612,807,226
VNRfi,124273,367,226
VNRfi,018604,1323,226
VNRfi,435450,590,226
VNRfi,007362,855,226
VNRfi,556873,1864,226
VNRfi,882456,453,226
VNRfi,016543,315,226
VNRfi,586726,433,226
VNRfi,512039,924,226
VNRfi,084164,302,226
VNRfi,007168,351,226
VNRfi,197480,469,225
VNRfi,015418,284,225
VNRfi,131243,1301,225
VNRfi,023676,257,225
VNRfi,110943,342,225
VNRfi,185223,751,225
VNRfi,455584,830,225
VNRfi,480949,700,225
VNRfi,543074,558,225
VNRfi,007051,396,225
VNRfi,014081,1867,225
VNRfi,125984,250,224
VNRfi,021042,472,224
VNRfi,018597,411,224
VNRfi,003765,280,224
VNRfi,486852,883,224
VNRfi,534961,385,224
VNRfi,009712,1684,224
VNRfi,048623,486,224
VNRfi,153199,446,224
VNRfi,428516,2221,224
VNRfi,007659,364,224
VNRfi,526640,261,224
VNRfi,027083,368,224
VNRfi,563304,328,223
VNRfi,000784,1382,223
VNRfi,518429,651,223
VNRfi,034801,1533,223
VNRfi,134085,352,223
VNRfi,496663,294,223
VNRfi,119347,443,223
VNRfi,139295,395,223
VNRfi,002336,718,223
VNRfi,015722,2345,223
VNRfi,154431,604,223
VNRfi,112490,1128,223
VNRfi,397508,748,223
VNRfi,500751,337,223
VNRfi,502777,1952,222
VNRfi,546929,426,222
VNRfi,522499,753,222
VNRfi,525048,419,222
VNRfi,545814,1880,222
VNRfi,060992,2132,222
VNRfi,001490,2400,222
VNRfi,196113,2216,222
VNRfi,585350,330,222
VNRfi,141839,440,222
VNRfi,116669,1051,221
VNRfi,099263,361,221
VNRfi,1995281,484,221
VNRfi,410649,1504,221
VNRfi,012822,449,221
VNRfi,043745,363,221
VNRfi,810037,2118,221
VNRfi,105338,816,221
VNRfi,049754,2023,221
VNRfi,416800,1034,221
VNRfi,167476,310,221
VNRfi,458746,2080,221
VNRfi,037205,310,221
VNRfi,147675,230,221
VNRfi,184184,318,220
VNRfi,414902,2538,220
VNRfi,004720,723,220
VNRfi,003117,608,220
VNRfi,058768,1778,220
VNRfi,016031,432,220
VNRfi,021687,253,220
VNRfi,022816,239,220
VNRfi,575845,1772,220
VNRfi,431536,419,220
VNRfi,423111,273,220
VNRfi,503184,450,220
VNRfi,120486,354,220
VNRfi,416753,4379,220
VNRfi,881433,401,220
VNRfi,074829,557,220
VNRfi,009525,3058,220
VNRfi,456608,790,219
VNRfi,032580,549,219
VNRfi,135491,1564,219
VNRfi,015941,673,219
VNRfi,081596,619,219
VNRfi,129396,252,219
VNRfi,093388,809,219
VNRfi,194346,427,219
VNRfi,023605,355,219
VNRfi,074815,331,219
VNRfi,081984,302,218
VNRfi,315390,263,218
VNRfi,388710,275,218
VNRfi,378571,361,218
VNRfi,436500,749,218
VNRfi,012815,280,218
VNRfi,392697,2686,218
VNRfi,186130,283,218
VNRfi,075848,326,217
VNRfi,198361,222,217
VNRfi,167130,794,217
VNRfi,034058,602,217
VNRfi,143495,767,217
VNRfi,039859,805,217
VNRfi,447078,741,217
VNRfi,069233,292,217
VNRfi,594378,281,217
VNRfi,515477,1558,217
VNRfi,031480,993,217
VNRfi,387991,582,217
VNRfi,158246,2815,217
VNRfi,074823,356,217
VNRfi,400318,724,217
VNRfi,074310,711,216
VNRfi,020825,389,216
VNRfi,464396,3291,216
VNRfi,401257,933,216
VNRfi,120576,235,216
VNRfi,068744,328,216
VNRfi,041236,329,216
VNRfi,581702,1328,216
VNRfi,008974,227,216
VNRfi,134277,232,216
VNRfi,020839,224,216
VNRfi,120538,416,216
VNRfi,432761,969,216
VNRfi,500678,1625,216
VNRfi,058261,1256,215
VNRfi,159369,846,215
VNRfi,390183,760,215
VNRfi,134917,247,215
VNRfi,014696,1456,215
VNRfi,534589,775,215
VNRfi,113394,2611,215
VNRfi,019814,2366,215
VNRfi,462998,600,215
VNRfi,085069,338,215
VNRfi,540315,273,215
VNRfi,146555,630,215
VNRfi,371765,225,214
VNRfi,106419,764,214
VNRfi,053546,216,214
VNRfi,402305,651,214
VNRfi,161520,248,214
VNRfi,113403,1825,214
VNRfi,470898,876,214
VNRfi,102503,1440,214
VNRfi,114157,835,214
VNRfi,380022,452,214
VNRfi,023402,552,214
VNRfi,387528,1289,214
VNRfi,507028,611,213
VNRfi,088460,497,213
VNRfi,031632,280,213
VNRfi,058651,738,213
VNRfi,399782,245,213
VNRfi,9273107,350,213
VNRfi,004042,1073,213
VNRfi,004759,509,213
VNRfi,024729,1261,213
VNRfi,180473,251,213
VNRfi,458455,338,213
VNRfi,523273,471,213
VNRfi,379097,1893,213
VNRfi,195147,739,213
VNRfi,022546,300,213
VNRfi,045955,350,213
VNRfi,441995,373,213
VNRfi,102935,878,213
VNRfi,152478,311,213
VNRfi,009805,1050,212
VNRfi,159152,220,212
VNRfi,593862,669,212
VNRfi,353821,269,212
VNRfi,023665,231,212
VNRfi,536695,562,212
VNRfi,090936,2292,212
VNRfi,031429,754,212
VNRfi,552281,320,212
VNRfi,407032,1192,211
VNRfi,071123,431,211
VNRfi,396464,422,211
VNRfi,110064,604,211
VNRfi,028268,3101,211
VNRfi,121152,1445,211
VNRfi,150624,517,211
VNRfi,492942,454,211
VNRfi,017585,271,211
VNRfi,065742,386,211
VNRfi,492751,1487,211
VNRfi,487553,3593,211
VNRfi,456020,1799,211
VNRfi,040627,287,211
VNRfi,173246,566,210
VNRfi,2378933,367,210
VNRfi,398493,420,210
VNRfi,474726,224,210
VNRfi,412547,3862,210
VNRfi,434757,946,210
VNRfi,125564,446,210
VNRfi,139938,1522,210
VNRfi,429875,448,210
VNRfi,406462,464,210
VNRfi,232892,247,210
VNRfi,071738,312,210
VNRfi,012860,691,209
VNRfi,005152,245,209
VNRfi,448350,387,209
VNRfi,403793,394,209
VNRfi,153420,496,209
VNRfi,027449,728,209
VNRfi,580821,848,209
VNRfi,385555,358,209
VNRfi,039249,414,209
VNRfi,218420,303,209
VNRfi,173229,976,209
VNRfi,395287,791,209
VNRfi,023728,385,209
VNRfi,446328,1061,209
VNRfi,160386,395,209
VNRfi,198846,518,209
VNRfi,131572,370,209
VNRfi,537490,453,208
VNRfi,464255,1017,208
VNRfi,014154,391,208
VNRfi,070137,411,208
VNRfi,193946,358,208
VNRfi,142877,1995,208
VNRfi,012342,334,208
VNRfi,560833,628,208
VNRfi,459418,448,208
VNRfi,199420,315,208
VNRfi,550434,280,208
VNRfi,197927,3518,208
VNRfi,462712,422,207
VNRfi,497395,832,207
VNRfi,485656,222,207
VNRfi,027431,681,207
VNRfi,179614,404,207
VNRfi,155033,280,207
VNRfi,013219,2581,206
VNRfi,118650,439,206
VNRfi,374450,1208,206
VNRfi,487341,714,206
VNRfi,008409,823,206
VNRfi,030977,328,206
VNRfi,179234,246,206
VNRfi,409799,620,206
VNRfi,004064,562,206
VNRfi,449382,240,206
VNRfi,491365,519,206
VNRfi,057556,1536,206
VNRfi,449076,1584,206
VNRfi,321338,297,206
VNRfi,160351,357,206
VNRfi,063067,3096,206
VNRfi,072209,333,205
VNRfi,038117,372,205
VNRfi,578341,668,205
VNRfi,443779,297,205
VNRfi,545046,438,205
VNRfi,414427,4751,205
VNRfi,494861,610,205
VNRfi,086355,1190,205
VNRfi,163162,485,205
VNRfi,448621,719,205
VNRfi,406751,255,205
VNRfi,196188,223,205
VNRfi,007138,1278,204
VNRfi,066442,502,204
VNRfi,038316,3112,204
VNRfi,081976,398,204
VNRfi,131352,259,204
VNRfi,490474,421,204
VNRfi,120828,515,204
VNRfi,166658,3719,204
VNRfi,461814,244,204
VNRfi,468993,381,204
VNRfi,544260,563,203
VNRfi,378756,398,203
VNRfi,032399,512,203
VNRfi,436204,284,203
VNRfi,233411,283,203
VNRfi,420984,436,203
VNRfi,065147,504,203
VNRfi,147868,438,203
VNRfi,2111854,389,203
VNRfi,547778,321,203
VNRfi,090352,641,203
VNRfi,395840,244,203
VNRfi,088792,638,203
VNRfi,533383,710,203
VNRfi,007129,698,202
VNRfi,410076,534,202
VNRfi,550392,2237,202
VNRfi,588328,350,202
VNRfi,488973,204,202
VNRfi,151953,225,202
VNRfi,566497,348,202
VNRfi,044560,371,202
VNRfi,389203,312,202
VNRfi,540878,796,202
VNRfi,138693,234,202
VNRfi,020420,302,202
VNRfi,810123,1550,202
VNRfi,032821,1103,202
VNRfi,494815,211,202
VNRfi,155761,227,202
VNRfi,492876,808,202
VNRfi,069782,594,202
VNRfi,173260,247,201
VNRfi,572901,398,201
VNRfi,155465,597,201
VNRfi,094318,719,201
VNRfi,125970,534,201
VNRfi,426213,904,201
VNRfi,153201,723,201
VNRfi,178871,431,201
VNRfi,393700,369,201
VNRfi,055360,1267,201
VNRfi,190736,334,201
VNRfi,373632,531,200
VNRfi,560087,419,200
VNRfi,003274,1030,200
VNRfi,026674,312,200
VNRfi,120634,1376,200
VNRfi,055343,378,200
VNRfi,133272,937,200
VNRfi,069251,339,200
VNRfi,123992,2060,200
VNRfi,581587,455,200
VNRfi,810008,1437,200
VNRfi,551580,1265,200
VNRfi,092786,5099,200
VNRfi,810263,787,200
VNRfi,121793,364,200
VNRfi,444574,1517,200
VNRfi,568910,1671,200
VNRfi,515399,449,200
VNRfi,110287,2058,200
VNRfi,028043,360,200
VNRfi,133630,620,199
VNRfi,037061,423,199
VNRfi,184978,924,199
VNRfi,093815,346,199
VNRfi,056242,925,199
VNRfi,413646,509,199
VNRfi,139353,609,199
